tstamp,nspots,hem,nflares,c,latitude,mean_of_wtd_means,mean_of_wtd_stds,std_of_wtd_means,std__of_wtd_stds
2022_03_31_08_45_2022_03_31_08_27,1-3,mono-hem.,2-4,#56B4E9,10,0.1710786137854067,0.16435939440499617,0.006385909420955899,0.00696706795162598
2022_03_31_08_45_2022_03_31_08_27,1-3,mono-hem.,2-4,#56B4E9,15,0.16557298240522364,0.16084557328064839,0.00803246214731489,0.00928938163999474
2022_03_31_08_45_2022_03_31_08_27,1-3,mono-hem.,2-4,#56B4E9,20,0.16236197571500827,0.1559885558852994,0.005309322543569227,0.00804059847994054
2022_03_31_08_45_2022_03_31_08_27,1-3,mono-hem.,2-4,#56B4E9,25,0.16042910619280218,0.15380604078975751,0.0064828147026831165,0.007939108340998046
2022_03_31_08_45_2022_03_31_08_27,1-3,mono-hem.,2-4,#56B4E9,30,0.15705662173817067,0.15034670920171936,0.004772565390796793,0.0058612189812233765
2022_03_31_08_45_2022_03_31_08_27,1-3,mono-hem.,2-4,#56B4E9,35,0.15456350658628265,0.1473619998241535,0.003856015840522775,0.0056251832486567364
2022_03_31_08_45_2022_03_31_08_27,1-3,mono-hem.,2-4,#56B4E9,40,0.15362942910926236,0.14607614959442403,0.0035268476078071827,0.005881510396970106
2022_03_31_08_45_2022_03_31_08_27,1-3,mono-hem.,2-4,#56B4E9,45,0.15018245698237964,0.14195105925708615,0.005646252784947001,0.006885855962131288
2022_03_31_08_45_2022_03_31_08_27,1-3,mono-hem.,2-4,#56B4E9,50,0.15155948041986053,0.1428314735605235,0.004672316798528298,0.006609979351659655
2022_03_31_08_45_2022_03_31_08_27,1-3,mono-hem.,2-4,#56B4E9,55,0.14888131681669575,0.14010368615521987,0.004890288399356565,0.005384784834374744
2022_03_31_08_45_2022_03_31_08_27,1-3,mono-hem.,2-4,#56B4E9,60,0.14635115281383065,0.13842822943346386,0.004111535674179322,0.007050384810263404
2022_03_31_08_45_2022_03_31_08_27,1-3,mono-hem.,2-4,#56B4E9,65,0.1461652665538126,0.1364816856164954,0.0037172460800511736,0.005120980688983192
2022_03_31_08_45_2022_03_31_08_27,1-3,mono-hem.,2-4,#56B4E9,70,0.1435994714059531,0.13343657914399948,0.003912560660935241,0.00550940275637486
2022_03_31_08_45_2022_03_31_08_27,1-3,mono-hem.,2-4,#56B4E9,75,0.14330646939227495,0.13214902163307019,0.005387202734390589,0.007213848046724272
2022_03_31_08_45_2022_03_31_08_27,1-3,mono-hem.,2-4,#56B4E9,80,0.14149554416516696,0.13107707180528239,0.0038978980825360525,0.005044147060074179
2022_03_31_17_25_2022_03_31_17_08,1-3,mono-hem.,1-2,#56B4E9,10,0.24387500141609766,0.20265286975870112,0.012957721737509089,0.010734003579253176
2022_03_31_17_25_2022_03_31_17_08,1-3,mono-hem.,1-2,#56B4E9,15,0.241158138757769,0.20008915868863267,0.010478533347069404,0.009131843841157974
2022_03_31_17_25_2022_03_31_17_08,1-3,mono-hem.,1-2,#56B4E9,20,0.23578210020334353,0.19461860899566044,0.0077040517707012085,0.008146109554120737
2022_03_31_17_25_2022_03_31_17_08,1-3,mono-hem.,1-2,#56B4E9,25,0.2374860157467739,0.19559556970126088,0.009353539026291444,0.01069052248496132
2022_03_31_17_25_2022_03_31_17_08,1-3,mono-hem.,1-2,#56B4E9,30,0.23554542943378876,0.19104441506785572,0.010178266071293006,0.0109354473247086
2022_03_31_17_25_2022_03_31_17_08,1-3,mono-hem.,1-2,#56B4E9,35,0.23312581644457234,0.19020394601838989,0.010307895053879305,0.008938931597379834
2022_03_31_17_25_2022_03_31_17_08,1-3,mono-hem.,1-2,#56B4E9,40,0.23044794598771084,0.1900652745290002,0.009784908515011011,0.009668430615053443
2022_03_31_17_25_2022_03_31_17_08,1-3,mono-hem.,1-2,#56B4E9,45,0.22909797625277747,0.1871597374481881,0.007461329670374593,0.009174772455462232
2022_03_31_17_25_2022_03_31_17_08,1-3,mono-hem.,1-2,#56B4E9,50,0.22825067275669345,0.18720972716231168,0.006980302907556931,0.008024120591934008
2022_03_31_17_25_2022_03_31_17_08,1-3,mono-hem.,1-2,#56B4E9,55,0.22783959366476983,0.18557567562671146,0.007920947930299536,0.009611476761164061
2022_03_31_17_25_2022_03_31_17_08,1-3,mono-hem.,1-2,#56B4E9,60,0.2258381498499623,0.18405041554848026,0.008268805103068188,0.007951295560387093
2022_03_31_17_25_2022_03_31_17_08,1-3,mono-hem.,1-2,#56B4E9,65,0.2268115354475888,0.18323710761013312,0.007705078831115171,0.008976310273382514
2022_03_31_17_25_2022_03_31_17_08,1-3,mono-hem.,1-2,#56B4E9,70,0.22260305582583842,0.1825214080391078,0.006700845379442403,0.006214473101056098
2022_03_31_17_25_2022_03_31_17_08,1-3,mono-hem.,1-2,#56B4E9,75,0.22305331355347538,0.1833854563640996,0.006538484922618427,0.006712643842066273
2022_03_31_17_25_2022_03_31_17_08,1-3,mono-hem.,1-2,#56B4E9,80,0.22260792736019772,0.1807760136719184,0.007848987698999492,0.00813387097902355
2022_03_31_10_42_2022_03_31_10_22,3-5,mono-hem.,10-15,#009E73,10,0.04069721569354726,0.04049141259687825,0.0010028237232722788,0.0016110834712598765
2022_03_31_10_42_2022_03_31_10_22,3-5,mono-hem.,10-15,#009E73,15,0.039190848192934044,0.038277876514730344,0.0009158791953856382,0.0016479732379870286
2022_03_31_10_42_2022_03_31_10_22,3-5,mono-hem.,10-15,#009E73,20,0.0380568038949563,0.03656064056677654,0.0007420352356534852,0.0013075025468979005
2022_03_31_10_42_2022_03_31_10_22,3-5,mono-hem.,10-15,#009E73,25,0.037306490188567985,0.034958073384680925,0.0007747153951345516,0.0015714154162158188
2022_03_31_10_42_2022_03_31_10_22,3-5,mono-hem.,10-15,#009E73,30,0.036233450872710696,0.03295792664817912,0.0006578167227690322,0.0016576374207845114
2022_03_31_10_42_2022_03_31_10_22,3-5,mono-hem.,10-15,#009E73,35,0.03567905165526839,0.03188264762258639,0.0005858988777192528,0.0015472332154124484
2022_03_31_10_42_2022_03_31_10_22,3-5,mono-hem.,10-15,#009E73,40,0.03506972938449367,0.030669196655995167,0.0005945213243582584,0.0015950026869192922
2022_03_31_10_42_2022_03_31_10_22,3-5,mono-hem.,10-15,#009E73,45,0.03436476806906434,0.029315759463464885,0.0006134138476655929,0.0014187067083574836
2022_03_31_10_42_2022_03_31_10_22,3-5,mono-hem.,10-15,#009E73,50,0.03372939220180368,0.028094455327265632,0.000582131789827748,0.0012860793777767564
2022_03_31_10_42_2022_03_31_10_22,3-5,mono-hem.,10-15,#009E73,55,0.03343883053984217,0.027660123247050663,0.0005400746518492832,0.0010435757814030965
2022_03_31_10_42_2022_03_31_10_22,3-5,mono-hem.,10-15,#009E73,60,0.032955604367707246,0.0265457249728292,0.0005091871333125832,0.0013207365356838136
2022_03_31_10_42_2022_03_31_10_22,3-5,mono-hem.,10-15,#009E73,65,0.03241819917539055,0.0250994203402461,0.0003753075850506838,0.0008100535071269401
2022_03_31_10_42_2022_03_31_10_22,3-5,mono-hem.,10-15,#009E73,70,0.032079576064036414,0.024417268952021485,0.00046002595476936814,0.0009589023948537068
2022_03_31_10_42_2022_03_31_10_22,3-5,mono-hem.,10-15,#009E73,75,0.03159220195836888,0.023568125938802392,0.00044651337824374996,0.0010585825874110193
2022_03_31_10_42_2022_03_31_10_22,3-5,mono-hem.,10-15,#009E73,80,0.031115040760139514,0.02259304789899769,0.0003546343261945937,0.000794109275945465
2022_03_28_23_17_2022_03_28_22_57,3-5,mono-hem.,5-10,#009E73,10,0.05898732513607028,0.06079384609535681,0.0018065059775667087,0.002797791756614692
2022_03_28_23_17_2022_03_28_22_57,3-5,mono-hem.,5-10,#009E73,15,0.056289953301274495,0.05704411917916073,0.0015788432911915974,0.0024564226688670015
2022_03_28_23_17_2022_03_28_22_57,3-5,mono-hem.,5-10,#009E73,20,0.0540105117315488,0.05408159542775498,0.001339785053099045,0.0024842958677263483
2022_03_28_23_17_2022_03_28_22_57,3-5,mono-hem.,5-10,#009E73,25,0.05283774048918612,0.05186415769048543,0.0014434444536329677,0.0024508284255922463
2022_03_28_23_17_2022_03_28_22_57,3-5,mono-hem.,5-10,#009E73,30,0.05142307582663415,0.04971470905453862,0.0011083784191284081,0.0019786007012176435
2022_03_28_23_17_2022_03_28_22_57,3-5,mono-hem.,5-10,#009E73,35,0.05026312130755332,0.04782485463066166,0.0008953209358239952,0.001888124826255764
2022_03_28_23_17_2022_03_28_22_57,3-5,mono-hem.,5-10,#009E73,40,0.049095178446634066,0.045986821813349066,0.0010130959751822653,0.0017936613678131029
2022_03_28_23_17_2022_03_28_22_57,3-5,mono-hem.,5-10,#009E73,45,0.04808790122277279,0.04428657289820345,0.0010521841523957248,0.0018315258243663836
2022_03_28_23_17_2022_03_28_22_57,3-5,mono-hem.,5-10,#009E73,50,0.04742080905057085,0.043368772783344785,0.0009085924243100268,0.0017705826556074014
2022_03_28_23_17_2022_03_28_22_57,3-5,mono-hem.,5-10,#009E73,55,0.04659281368550549,0.04179372002137083,0.0007037582435698381,0.0015720432123049154
2022_03_28_23_17_2022_03_28_22_57,3-5,mono-hem.,5-10,#009E73,60,0.045903075438016014,0.04043864350052289,0.0007957251340798227,0.0013368060978032003
2022_03_28_23_17_2022_03_28_22_57,3-5,mono-hem.,5-10,#009E73,65,0.04513381136654705,0.03915313615565956,0.0008087685538353409,0.0015215788974040037
2022_03_28_23_17_2022_03_28_22_57,3-5,mono-hem.,5-10,#009E73,70,0.044581133986012385,0.03828722917442626,0.0006766597692850509,0.0014273601749361189
2022_03_28_23_17_2022_03_28_22_57,3-5,mono-hem.,5-10,#009E73,75,0.043860229209446516,0.03679042029133266,0.0006530926420537147,0.0012732423870286855
2022_03_28_23_17_2022_03_28_22_57,3-5,mono-hem.,5-10,#009E73,80,0.04328513115349316,0.03579475078022642,0.0008240004968568322,0.0012258350310563207
2022_03_31_11_21_2022_03_31_10_48,3-5,mono-hem.,4-7,#009E73,10,0.07434484164891761,0.07604560598885239,0.0022225446998207056,0.0034019652451777534
2022_03_31_11_21_2022_03_31_10_48,3-5,mono-hem.,4-7,#009E73,15,0.07119938341379692,0.0724201572521069,0.001889606487200342,0.0030206362659629697
2022_03_31_11_21_2022_03_31_10_48,3-5,mono-hem.,4-7,#009E73,20,0.06899151872405009,0.06871511729296548,0.0020246465823909603,0.002858451602696764
2022_03_31_11_21_2022_03_31_10_48,3-5,mono-hem.,4-7,#009E73,25,0.06640644544273672,0.06594103814277685,0.0019425032867328592,0.0026581118085487504
2022_03_31_11_21_2022_03_31_10_48,3-5,mono-hem.,4-7,#009E73,30,0.06453759057012314,0.06323317563801352,0.0016554450627431683,0.002932517609177269
2022_03_31_11_21_2022_03_31_10_48,3-5,mono-hem.,4-7,#009E73,35,0.06299419998736873,0.06083948481721757,0.0016873429364399773,0.0029648288554729187
2022_03_31_11_21_2022_03_31_10_48,3-5,mono-hem.,4-7,#009E73,40,0.061574659130320154,0.05840071170364892,0.0016465486865006329,0.002453236513646148
2022_03_31_11_21_2022_03_31_10_48,3-5,mono-hem.,4-7,#009E73,45,0.0601693037980827,0.056397784767417664,0.0009220921971466417,0.0017381960406279622
2022_03_31_11_21_2022_03_31_10_48,3-5,mono-hem.,4-7,#009E73,50,0.0592211825539098,0.05478180234816513,0.0014680686341048332,0.0019175662584857867
2022_03_31_11_21_2022_03_31_10_48,3-5,mono-hem.,4-7,#009E73,55,0.05849148007572922,0.05376403664904705,0.0011770149272979568,0.00196589182075785
2022_03_31_11_21_2022_03_31_10_48,3-5,mono-hem.,4-7,#009E73,60,0.05763886043852821,0.052455678645692595,0.0010973975812502128,0.002051582624663397
2022_03_31_11_21_2022_03_31_10_48,3-5,mono-hem.,4-7,#009E73,65,0.05656359436008864,0.05069128040495313,0.001051308527383977,0.0019796649055346316
2022_03_31_11_21_2022_03_31_10_48,3-5,mono-hem.,4-7,#009E73,70,0.05544292012146601,0.04864850937798551,0.0010998098686714614,0.0014869407865303243
2022_03_31_11_21_2022_03_31_10_48,3-5,mono-hem.,4-7,#009E73,75,0.054805208056183864,0.04757336697262531,0.0010924443657612211,0.0015061986526439049
2022_03_31_11_21_2022_03_31_10_48,3-5,mono-hem.,4-7,#009E73,80,0.05425958806198548,0.04639389981714458,0.0012540926170905673,0.0016316502666640837
2022_03_25_19_35_2022_03_25_19_16,3-5,mono-hem.,2.5-5,#009E73,10,0.09922175830146494,0.09933536239196127,0.0030040436078119324,0.004460543396084676
2022_03_25_19_35_2022_03_25_19_16,3-5,mono-hem.,2.5-5,#009E73,15,0.09588494141739792,0.09549019786583975,0.0029241510124462904,0.00396311348229594
2022_03_25_19_35_2022_03_25_19_16,3-5,mono-hem.,2.5-5,#009E73,20,0.0916889001766669,0.09071366448885136,0.002417129811845429,0.003087064042729745
2022_03_25_19_35_2022_03_25_19_16,3-5,mono-hem.,2.5-5,#009E73,25,0.08957914637665434,0.08837341629211792,0.002417184218997153,0.0035905729120007802
2022_03_25_19_35_2022_03_25_19_16,3-5,mono-hem.,2.5-5,#009E73,30,0.08698116591292009,0.08510219684255974,0.0020179522087201596,0.0034439811682043463
2022_03_25_19_35_2022_03_25_19_16,3-5,mono-hem.,2.5-5,#009E73,35,0.08461361641931243,0.08120290246348702,0.0024227577730210215,0.0029590742857158606
2022_03_25_19_35_2022_03_25_19_16,3-5,mono-hem.,2.5-5,#009E73,40,0.0835258760620455,0.0804009827456489,0.002679265735152219,0.0038242694607135874
2022_03_25_19_35_2022_03_25_19_16,3-5,mono-hem.,2.5-5,#009E73,45,0.08138389698234029,0.07725734812933525,0.0019358032751995886,0.0031710544254348353
2022_03_25_19_35_2022_03_25_19_16,3-5,mono-hem.,2.5-5,#009E73,50,0.0795060973358998,0.07456802284422699,0.0020609648933838324,0.003142569524630673
2022_03_25_19_35_2022_03_25_19_16,3-5,mono-hem.,2.5-5,#009E73,55,0.07805228937658638,0.07241772084923255,0.001389465794831285,0.0029550700462303873
2022_03_25_19_35_2022_03_25_19_16,3-5,mono-hem.,2.5-5,#009E73,60,0.07734729348453986,0.07122861117304949,0.0014905167378664178,0.0025085601055695296
2022_03_25_19_35_2022_03_25_19_16,3-5,mono-hem.,2.5-5,#009E73,65,0.0760852298085875,0.0690091431699418,0.0017278549690678347,0.002286661227265381
2022_03_25_19_35_2022_03_25_19_16,3-5,mono-hem.,2.5-5,#009E73,70,0.07520461776620732,0.06803754202492648,0.0014715513542811393,0.001640859385651844
2022_03_25_19_35_2022_03_25_19_16,3-5,mono-hem.,2.5-5,#009E73,75,0.07393936221424594,0.06631861184463463,0.001520942744903836,0.002417924189697373
2022_03_25_19_35_2022_03_25_19_16,3-5,mono-hem.,2.5-5,#009E73,80,0.07309726220848223,0.06534397745979934,0.001102816473872498,0.002206200174090698
2022_03_31_11_50_2022_03_31_11_23,3-5,mono-hem.,2-4,#009E73,10,0.11799657373803844,0.11526886708417088,0.0033148739457977703,0.0041465948549197565
2022_03_31_11_50_2022_03_31_11_23,3-5,mono-hem.,2-4,#009E73,15,0.11448599966437319,0.11125014494549282,0.00340315997110886,0.004398841389590934
2022_03_31_11_50_2022_03_31_11_23,3-5,mono-hem.,2-4,#009E73,20,0.10927069410118542,0.10571958454760548,0.0031632050003785953,0.00352195187487059
2022_03_31_11_50_2022_03_31_11_23,3-5,mono-hem.,2-4,#009E73,25,0.10654930678170048,0.10371509591106728,0.002574717458414678,0.003390862167819227
2022_03_31_11_50_2022_03_31_11_23,3-5,mono-hem.,2-4,#009E73,30,0.10246428005261964,0.09757878211177794,0.00237514459695384,0.00317516838777875
2022_03_31_11_50_2022_03_31_11_23,3-5,mono-hem.,2-4,#009E73,35,0.10044630321110964,0.0950179444291632,0.0026801840180992907,0.004459819469413373
2022_03_31_11_50_2022_03_31_11_23,3-5,mono-hem.,2-4,#009E73,40,0.09886511516297664,0.09333971713972809,0.002312827438105157,0.00312746242089593
2022_03_31_11_50_2022_03_31_11_23,3-5,mono-hem.,2-4,#009E73,45,0.09663409687106721,0.09070597917089607,0.0022518579781735746,0.0032933305928605355
2022_03_31_11_50_2022_03_31_11_23,3-5,mono-hem.,2-4,#009E73,50,0.09480570479007343,0.08846107067169162,0.0018699899489951033,0.0030890154476273953
2022_03_31_11_50_2022_03_31_11_23,3-5,mono-hem.,2-4,#009E73,55,0.09347848429614049,0.08703074430940846,0.0016682072848610654,0.00227081789400093
2022_03_31_11_50_2022_03_31_11_23,3-5,mono-hem.,2-4,#009E73,60,0.09248384629216178,0.08545792439870122,0.0021792902437643875,0.00332579014224973
2022_03_31_11_50_2022_03_31_11_23,3-5,mono-hem.,2-4,#009E73,65,0.0907751966738056,0.08332604575388113,0.0014559536594848722,0.0022024701918902903
2022_03_31_11_50_2022_03_31_11_23,3-5,mono-hem.,2-4,#009E73,70,0.08960919980450215,0.08107200357628314,0.0015503187594361663,0.002466832815458947
2022_03_31_11_50_2022_03_31_11_23,3-5,mono-hem.,2-4,#009E73,75,0.08840856637289146,0.07907886713215453,0.0014063610894688662,0.0025046792912886188
2022_03_31_11_50_2022_03_31_11_23,3-5,mono-hem.,2-4,#009E73,80,0.08742031750374937,0.07753429164163046,0.0020454305554468443,0.0027495117619406304
2022_03_29_00_08_2022_03_28_23_49,3-5,mono-hem.,1.25-2.5,#009E73,10,0.16338296974311034,0.15214384545437734,0.005892528192160854,0.0077751875293047305
2022_03_29_00_08_2022_03_28_23_49,3-5,mono-hem.,1.25-2.5,#009E73,15,0.15752010478916434,0.1450924167781717,0.005375107248056241,0.006552093623363675
2022_03_29_00_08_2022_03_28_23_49,3-5,mono-hem.,1.25-2.5,#009E73,20,0.15200171361139903,0.13972742920456893,0.0045030155862560576,0.005354684252191335
2022_03_29_00_08_2022_03_28_23_49,3-5,mono-hem.,1.25-2.5,#009E73,25,0.14862636641121038,0.13733015845956625,0.0058110804278258795,0.006117900107285153
2022_03_29_00_08_2022_03_28_23_49,3-5,mono-hem.,1.25-2.5,#009E73,30,0.1448187302425857,0.13296672296226744,0.0037428842210744536,0.004453841718784992
2022_03_29_00_08_2022_03_28_23_49,3-5,mono-hem.,1.25-2.5,#009E73,35,0.14223431954199645,0.13080556578024344,0.004092345546969599,0.0043753668940680794
2022_03_29_00_08_2022_03_28_23_49,3-5,mono-hem.,1.25-2.5,#009E73,40,0.13783900464023296,0.12581399913340408,0.003717133239994385,0.004919911695191956
2022_03_29_00_08_2022_03_28_23_49,3-5,mono-hem.,1.25-2.5,#009E73,45,0.13742458088657145,0.12512012076516532,0.0035860086224274485,0.004466811190417227
2022_03_29_00_08_2022_03_28_23_49,3-5,mono-hem.,1.25-2.5,#009E73,50,0.13634734357417203,0.12354486161250275,0.0037185961221071436,0.0045968302886753905
2022_03_29_00_08_2022_03_28_23_49,3-5,mono-hem.,1.25-2.5,#009E73,55,0.13379152036027714,0.12061546579555049,0.0038767189614816104,0.005299226797184819
2022_03_29_00_08_2022_03_28_23_49,3-5,mono-hem.,1.25-2.5,#009E73,60,0.13169776375596134,0.11858375907129846,0.0035457294990347043,0.005068724586487054
2022_03_29_00_08_2022_03_28_23_49,3-5,mono-hem.,1.25-2.5,#009E73,65,0.13058527357464697,0.11680083078893856,0.003428294058151699,0.003318805208368583
2022_03_29_00_08_2022_03_28_23_49,3-5,mono-hem.,1.25-2.5,#009E73,70,0.1284094499210587,0.1139247110848487,0.0032387078740813815,0.0033784479338010106
2022_03_29_00_08_2022_03_28_23_49,3-5,mono-hem.,1.25-2.5,#009E73,75,0.12737691740970503,0.1127578227030253,0.0024872031402962793,0.003161079958296188
2022_03_29_00_08_2022_03_28_23_49,3-5,mono-hem.,1.25-2.5,#009E73,80,0.1257237923456744,0.11112740628758436,0.0027829588301356597,0.003769436320301205
2022_03_31_12_11_2022_03_31_11_52,3-5,mono-hem.,1-2,#009E73,10,0.19176436338378994,0.16677557900644743,0.007227924348830479,0.007131246005686491
2022_03_31_12_11_2022_03_31_11_52,3-5,mono-hem.,1-2,#009E73,15,0.18357754966784698,0.16066796019751403,0.005391674802457036,0.005585502525586553
2022_03_31_12_11_2022_03_31_11_52,3-5,mono-hem.,1-2,#009E73,20,0.17676965561319424,0.15666396344291253,0.0062750818889436965,0.0064980158965770125
2022_03_31_12_11_2022_03_31_11_52,3-5,mono-hem.,1-2,#009E73,25,0.17519949477291438,0.1539546341357539,0.005566604801800782,0.007136585927146995
2022_03_31_12_11_2022_03_31_11_52,3-5,mono-hem.,1-2,#009E73,30,0.17069848589051628,0.1504356074910286,0.004075499408249697,0.004976654724418323
2022_03_31_12_11_2022_03_31_11_52,3-5,mono-hem.,1-2,#009E73,35,0.16857709538845428,0.14688924167501166,0.004746763552992875,0.005779007566337123
2022_03_31_12_11_2022_03_31_11_52,3-5,mono-hem.,1-2,#009E73,40,0.16520080240596066,0.1437277801878639,0.004204222410994732,0.004046526443542947
2022_03_31_12_11_2022_03_31_11_52,3-5,mono-hem.,1-2,#009E73,45,0.16157590763773802,0.14139882712113364,0.004572901568222802,0.004051249625218514
2022_03_31_12_11_2022_03_31_11_52,3-5,mono-hem.,1-2,#009E73,50,0.16070297269961709,0.1406832277280272,0.0043788241462776635,0.005886328767699821
2022_03_31_12_11_2022_03_31_11_52,3-5,mono-hem.,1-2,#009E73,55,0.15808360885241823,0.13823083069351635,0.004369452654976154,0.005572983532318041
2022_03_31_12_11_2022_03_31_11_52,3-5,mono-hem.,1-2,#009E73,60,0.15673095408448579,0.13672288433026625,0.004607317446559645,0.004379550058370102
2022_03_31_12_11_2022_03_31_11_52,3-5,mono-hem.,1-2,#009E73,65,0.15468139711517317,0.13470471060216302,0.003545391028667637,0.003899841543309297
2022_03_31_12_11_2022_03_31_11_52,3-5,mono-hem.,1-2,#009E73,70,0.15298112935950878,0.13337217080161953,0.003090665799214457,0.003640671352659784
2022_03_31_12_11_2022_03_31_11_52,3-5,mono-hem.,1-2,#009E73,75,0.15327976908615842,0.1323686949829522,0.004232370580023714,0.004419605673197738
2022_03_31_12_11_2022_03_31_11_52,3-5,mono-hem.,1-2,#009E73,80,0.1500964608882833,0.12904607755205877,0.0032849064512800084,0.004504595661622903
2022_03_31_18_39_2022_03_31_18_16,3-5,mono-hem.,1,#009E73,10,0.2475233310257751,0.1971926918743616,0.01011044959764642,0.007342252267872939
2022_03_31_18_39_2022_03_31_18_16,3-5,mono-hem.,1,#009E73,15,0.24006635888896408,0.18940579301559285,0.011063498826451398,0.010572083010582699
2022_03_31_18_39_2022_03_31_18_16,3-5,mono-hem.,1,#009E73,20,0.23450867482107485,0.18772254608962405,0.010918411772284295,0.009216157570585186
2022_03_31_18_39_2022_03_31_18_16,3-5,mono-hem.,1,#009E73,25,0.2313387020918092,0.1836498873543834,0.008844707807869352,0.007466811916946978
2022_03_31_18_39_2022_03_31_18_16,3-5,mono-hem.,1,#009E73,30,0.22426107456445696,0.1815028401119239,0.008583057183424064,0.008368914148458383
2022_03_31_18_39_2022_03_31_18_16,3-5,mono-hem.,1,#009E73,35,0.22421664842384295,0.17833858820657603,0.007618679023480861,0.008353676819406944
2022_03_31_18_39_2022_03_31_18_16,3-5,mono-hem.,1,#009E73,40,0.22087523446190988,0.17626163680999998,0.007887623032234928,0.008469088420730497
2022_03_31_18_39_2022_03_31_18_16,3-5,mono-hem.,1,#009E73,45,0.21939518245644693,0.17558245795760305,0.0075387614760063695,0.006453121548566323
2022_03_31_18_39_2022_03_31_18_16,3-5,mono-hem.,1,#009E73,50,0.2160939875898056,0.17406491798794996,0.006884683113062815,0.008504339646267865
2022_03_31_18_39_2022_03_31_18_16,3-5,mono-hem.,1,#009E73,55,0.21091645512442664,0.16956531996980506,0.007511216192317607,0.006697566361214157
2022_03_31_18_39_2022_03_31_18_16,3-5,mono-hem.,1,#009E73,60,0.212378142299101,0.1712904063391706,0.007023534205798501,0.007347090900581355
2022_03_31_18_39_2022_03_31_18_16,3-5,mono-hem.,1,#009E73,65,0.21037572216158537,0.16810575416879422,0.006634371297500218,0.007651471909349126
2022_03_31_18_39_2022_03_31_18_16,3-5,mono-hem.,1,#009E73,70,0.20695280230430843,0.16482479562391353,0.006133030290999716,0.006013332497740514
2022_03_31_18_39_2022_03_31_18_16,3-5,mono-hem.,1,#009E73,75,0.20779953723769437,0.1678258470898279,0.006023746575402198,0.0057993946402439475
2022_03_31_18_39_2022_03_31_18_16,3-5,mono-hem.,1,#009E73,80,0.20740719307936753,0.16580905319283715,0.005400790937582903,0.0053924308528353875
